3,terpesona
2,perhatian
1,tanpa beban
2,hati-hati
-2,ceroboh
2,peduli
-2,menguangkan
-2,korban
-3,bencana
3,rayakan
3,dirayakan
3,merayakan
-2,sensor
-2,disensor
1,pasti
-2,kecewa
-1,tantangan
2,kesempatan
2,kemungkinan
-2,kekacauan
-2,kacau
-3,terisi
3,pesona
3,menawan
-3,tanpa pesona
-3,chastise
-3,dihukum
-3,menghukum
-3,curang
-3,penipu
2,bersorak
2,ceria
2,disayangi
-2,kekanak-kanakan
-1,dinginkan
-2,tersedak
2,menjelaskan
2,kejelasan
-2,bentrok
3,berkelas
2,bersih
2,lebih bersih
1,jelas
1,dihapus
2,pintar
-1,mendung
-2,tidak mengerti
-5,ayam
-2,dipaksa
-2,roboh
-2,ambruk
-2,runtuh
-1,bertabrakan
-2,tabrakan
-3,berkolusi
-1,bertempur
1,komedi
2,kenyamanan
2,nyaman
2,puji
2,terpuji
1,lakukan
2,komitmen
1,berkomitmen
1,melakukan
2,penyayang
2,kompeten
2,kompetitif
-2,puas diri
-2,mengeluh
2,komprehensif
2,berdamai
2,mendamaikan
-2,mengutuk
-2,kutukan
-2,dikutuk
2,keyakinan
2,yakin
-2,konflik
-2,bertentangan
-2,bingung
-2,membingungkan
2,selamat
-3,konspirasi
-2,dibatasi
-2,penularan
-1,menular
-2,penghinaan
-2,menghina
-2,dengan menghina
-1,bersaing
-1,penantang
-2,kontroversial
-2,dapat digugat
-2,secara kontroversial
1,yakinkan
1,meyakinkan
2,ramah
1,keren
3,barang keren
-2,terpojok
-1,mayat
-2,mahal
2,keberanian
2,sopan
2,kesopanan
-3,menutup-nutupi
-2,pengecut
2,kesenangan
-1,kram
-3,sial
-2,lebih gila
-2,paling gila
-2,gila
2,kreatif
-2,menangis
-3,kejahatan
-3,kriminal
-3,penjahat
-3,krisis
-2,kritikus
-2,kritik
-2,dikritik
-2,mengkritik
-3,kejam
-3,kekejaman
-1,hancurkan
-2,hancur
-1,meremukkan
-1,menghancurkan
1,penasaran
-1,potong
2,lucu
-1,pemotongan
-1,memotong
-2,sinis
-2,sinisme
-3,kerusakan
-4,terkutuk
-2,bahaya
2,pemberani
-2,tergelap
-1,kegelapan
-3,mati
-2,jalan buntu
-1,memekakkan telinga
-2,kematian
2,debonair
-2,hutang
-3,penipuan
-3,menipu
-3,tertipu
1,tegas
2,berdedikasi
-2,kalah
-3,cacat
2,pembela
-2,tidak berdaya
-1,tunda
-1,menunda
-1,menantang
-2,defisit
-2,turunkan
-2,terdegradasi
-2,menurunkan kualitas
-2,tidak manusiawi
-1,tertunda
3,senang
3,nikmat
-1,permintaan
-1,menuntut
-1,tuntutan
-1,demonstrasi
-2,kehilangan semangat
-2,ditolak
-2,menyangkal
-2,penyangkal
-2,mencela
-2,tolak
-2,depresi
-2,menyedihkan
-2,tergelincir
-2,mencemooh
-2,dicemooh
-2,cemoohan
2,diinginkan
1,keinginan
2,berkeinginan
-3,putus asa
-3,dengan putus asa
-3,kehancuran
-3,merusak
-1,terlepas
-2,tahan
-2,ditahan
-2,penahanan
2,ditentukan
3,berbakti
1,berlian
-3,meninggal
-1,sulit
-2,malu-malu
-1,dilema
-2,kotoran
-2,lebih kotor
-2,paling kotor
-2,kotor
-1,menonaktifkan
-2,kerugian
-2,kurang beruntung
-1,menghilang
-2,mengecewakan
-2,kekecewaan
-2,tidak percaya
-1,buang
-1,dibuang
-1,membuang
-2,tidak puas
-2,perselisihan
-1,didiskon
-2,didiskreditkan
-2,aib
-2,dipermalukan
-1,samarkan
-1,menyamar
-1,penyamaran
-3,muak
-2,berkecil hati
-2,tidak jujur
-2,enggan
-2,terputus-putus
-2,tidak suka
-2,tidak teratur
-2,tidak senang
-2,sengketa
-2,diperdebatkan
-2,membantah
-2,didiskualifikasi
-2,gelisah
-2,abaikan
-2,diabaikan
-2,mengabaikan
-2,tidak hormat
-2,tidak dihormati
-2,distorsi
-2,terdistorsi
-2,mendistorsi
-2,alihkan perhatian
-2,teralihkan
-2,mengalihkan perhatian
-2,kesusahan
-2,tertekan
-3,ketidakpercayaan
-2,ganggu
-2,dithering
-1,pusing
-2,menghindar
-2,cerdik
-3,tidak bekerja
-2,muram
-2,malapetaka
-1,ragu
-1,diragukan
-1,meragukan
-1,keraguan
-3,douche
-3,douchebag
-2,sisi negatifnya
-1,seret
-1,diseret
-1,menyeret
-2,dikeringkan
-2,ditakuti
1,mimpi
-2,suram
-2,terkulai
-1,jatuhkan
-2,tenggelam
-2,mabuk
-2,dud
-3,bodoh
-3,tolol
-1,kesedihan
-2,disfungsi
2,sungguh-sungguh
2,mudah
4,sangat gembira
-2,menakutkan
2,efektif
3,gembira
3,kegembiraan
2,elegan
2,dengan elegan
-2,memalukan
-2,sakit hati
1,peluk
-2,darurat
2,empatik
-1,kekosongan
-1,kosong
2,dorong
2,didorong
2,dorongan
2,mendorong
2,dukung
2,mendukung
-2,musuh
2,energik
1,libatkan
1,terlibat
1,asyik
2,selamat menikmati
2,menikmati
2,nikmati
2,mencerahkan
2,tercerahkan
-2,ennui
-2,sangat marah
-2,membuat marah
-2,memperbudak
-2,diperbudak
1,pastikan
1,memastikan
1,giat
3,memikat
3,antusias
1,berjudul
2,dipercaya
-1,iri
-2,salah
-2,kesalahan
-1,kabur
-1,lolos
2,terhormat
2,etis
3,euforia
-1,penggusuran
-3,jahat
-2,berlebihan
-2,dibesar-besarkan
-2,melebih-lebihkan
2,jengkel
3,keunggulan
3,mengasyikkan
-1,kecualikan
-2,dikecualikan
-1,pengecualian
2,eksklusif
-1,permisi
-2,habis
3,menggembirakan
2,dibebaskan dari tuduhan
1,luaskan
1,mengembang
-2,keluarkan
-2,dikeluarkan
-2,mengusir
-2,eksploitasi
-2,dieksploitasi
-2,mengeksploitasi
1,eksplorasi
-1,ungkapkan
-1,terekspos
-1,memperlihatkan
-1,mengekspos
1,perpanjang
1,meluas
3,dengan gembira
-2,iseng
-3,homo
-2,gagal
-2,kegagalan
2,adil
1,iman
3,setia
-3,palsu
-3,berpura-pura
-2,jatuh
-3,dipalsukan
-3,memalsukan
1,ketenaran
3,kipas angin
-1,lelucon
3,mempesona
-2,fasis
-3,fatalitas
-2,kelelahan
-2,lelah
-2,seragam
-2,melelahkan
2,bantuan
2,disukai
2,favorit
-2,ketakutan
2,tak kenal takut
-2,lemah
1,perasaan
2,kuat
2,meriah
-1,bertarung
2,baik
-2,tembak
-2,dipecat
-2,menembak
1,pas
1,kebugaran
2,unggulan
-2,jepit
-2,flu
2,fokus
2,kesukaan
-2,penyitaan
-1,lupakan
-2,pelupa
1,maafkan
1,memaafkan
-1,dilupakan
2,beruntung
-1,panik
1,gratis
2,kebebasan
-3,hiruk pikuk
1,segar
-2,frikin
2,lincah
-1,cemberut
-2,frustasi
-2,frustrasi
-2,membuat frustrasi
3,ftw
-4,keparat
-4,wajah sialan
-4,sialan
-3,fud
-4,fuked
-4,fuking
2,penuhi
2,terpenuhi
2,memenuhi
-2,mengomel
-1,pemakaman
2,funky
4,lebih lucu
2,sia-sia
-2,gag
-2,disumpal
2,diperoleh
2,mendapatkan
3,gagah
3 dengan gagah,undefined
2,murah hati
-1,hantu
2,hadiah
3,glamor
2,mulia
2,kemuliaan
-2,murung
1,tuhan
3,bagus
3,ya ampun
1,kasih karunia
3,anggun
3,agung
1,berikan
1,pemberian
1,hibah
3,bersyukur
2,gratifikasi
-2,kuburan
-1,abu-abu
3,lebih besar
3,terhebat
-3,keserakahan
-2,serakah
-3,cucian hijau
-3,pencucian hijau
-3,greenwash
-3,mesin cuci hijau
-3,greenwashing
1,salam
1,disambut
-2,duka
1,tumbuh
2,pertumbuhan
1,jaminan
-3,rasa bersalah
-3,bersalah
-2,mudah tertipu
-1,pistol
2,ha
-1,diretas
3,haha
3,hahaha
3,hahahah
-2,malang
-2,kesialan
-1,keras
2,lebih kuat
-2,kesulitan
-2,dirugikan
-2,berbahaya
-2,merugikan
-2,terburu-buru
-2,lebih keras
-2,paling keras
-3,pembenci
-3,membenci
-1,menghantui
-2,berhantu
2,sehat
-3,memilukan
-3,patah hati
3,sepenuh hati
2,surga
4,surgawi
-2,berhati berat
-4,neraka
2,tolong
2,membantu
-2,tak berdaya
2,pahlawan
3,heroik
-2,ragu-ragu
-1,sembunyikan
-1,bersembunyi
2,sorot
-2,halangan
-2,tipuan
-2,rindu kampung halaman
2,jujur
2,kehormatan
2,menghormati
-2,berandal
-2,hooliganisme
-2,hooligan
2,harapan
2,penuh harapan
2,semoga
-2,keputusasaan
2,berharap
-3,menghebohkan
-3,ngeri
-2,bermusuhan
-2,tukang jualan
2,pelukan
3,banyak sekali
2,humor
-2,kelaparan
5,hore
-2,munafik
-3,histeria
-3,histeris
-3,idiot
-2,ketidaktahuan
-3,ilegal
-2,buta huruf
-2,penyakit
-1,tidak bisa bergerak
2,abadi
1,kebal
-2,tidak sabar
-2,tidak sempurna
2,pentingnya
2,penting
-1,memaksakan
-1,dipaksakan
-1,mengesankan
-2,impoten
3,terkesan
-2,dipenjara
2,perbaikan
2,membaik
-2,ketidakmampuan
-2,tidak bertindak
-2,tidak memadai
-2,tidak mampu
-2,tidak kompeten
-2,tidak pengertian
-2,ketidaknyamanan
-2,tidak nyaman
1,meningkat
2,tidak bisa dihancurkan
-2,ketidakpedulian
-2,acuh tak acuh
-2,geram
-2,mengindoktrinasi
-2,diindoktrinasi
-2,tidak efektif
2,tergila-gila
-2,terinfeksi
-2,inferior
-2,meradang
2,berpengaruh
-2,pelanggaran
-2,berang
-1,hambat
-2,terluka
-2,cedera
-2,ketidakadilan
1,berinovasi
1,inovasi
2,inovatif
-2,inkuisisi
2,ingin tahu
-2,kegilaan
-2,tidak aman
-2,tidak sensitif
-2,ketidakpekaan
-2,tidak signifikan
-2,hambar
2,inspirasi
2,inspiratif
2,menginspirasi
2,terinspirasi
2,utuh
2,integritas
2,cerdas
1,intens
1,bunga
1,minat
-2,diinterogasi
-2,menyela
-2,terputus
-2,mengintimidasi
-2,terintimidasi
-2,intimidasi
2,rumit
1,intrik
2,tak terkalahkan
1,undang
1,mengundang
-1,ironis
-1,ironi
-1,tidak rasional
2,tak tertahankan
2,tidak bertanggung jawab
-1,tidak dapat diubah
-3,mengiritasi
-3,menjengkelkan
-1,terisolasi
-2,gatal
2,periang
-2,cemburu
1,yesus
1,permata
2,bercanda
1,bergabung
3,dengan senang hati
-2,tanpa kegembiraan
2,keadilan
2,dapat dibenarkan
2,dibenarkan
-3,bunuh
-3,terbunuh
-3,membunuh
2,baik hati
2,cium
3,pujian
-2,kurang
-2,lesu
-1,tertinggal
-2,lumpuh
2,tengara
1,tertawa
1,diluncurkan
3,lawl
-2,gugatan
-2,tuntutan hukum
-1,malas
-1,bocor
-1,pergi
1,legal
1,secara hukum
1,lunak
-2,kelesuan
-3,pembohong
-2,memfitnah
-2,berbohong
4,penyelamat
2,suka
2,menyukai
-1,batasan
-1,terbatas
-1,batas
-1,litigasi
-2,berperkara hukum
-2,pucat
4,lmao
4,lmfao
-3,dibenci
-2,lobi
-2,melobi
3,lol
-2,kesepian
-1,kerinduan
-1,alat tenun
-1,menjulang
-3,lepas
-3,pecundang
-3,tersesat
3,cinta
3,dicintai
3,keindahan
2,penuh kasih
-1,terendah
3,kesetiaan
3,keberuntungan
3,untungnya
-3,orang gila
-1,mengintai
-1,dibuat-buat
-3,dengan gila
-1,wajib
-1,dimanipulasi
-1,memanipulasi
-1,manipulasi
3,keajaiban
4,karya agung
4,mahakarya
1,materi
2,dewasa
2,bermakna
-2,tidak ada artinya
3,medali
-3,biasa-biasa saja
1,meditatif
-2,melankolis
-2,ancaman
-2,terancam
2,ampun
-2,berantakan
-2,mengacaukan
2,metodis
3,dengan riang
-2,berperilaku buruk
-1,kenakalan
-2,kesengsaraan
-2,was-was
-2,informasi yang salah
-2,salah informasi
-2,salah tafsir
-3,menyesatkan
-1,salah membaca
-2,salah melaporkan
-2,representasi yang keliru
-2,nona
-2,terjawab
-2,hilang
-2,salah paham
-2,kesalahpahaman
-2,erang
-2,mengerang
-2,erangan
-2,mengejek
-2,diejek
-2,mengolok-olok
-2,mongering
-2,monopoli
-2,dimonopoli
-2,memonopoli
-1,mope
1,memotivasi
2,termotivasi
1,motivasi
-2,gondok
-2,pembunuh
-1,mitos
-2,n00b
-2,naif
1,alami
-2,membutuhkan
-2,negatif
-2,negativitas
-1,gugup
-2,dengan gugup
-5,niggas
-5,negro
-1,tidak
-3,tidak menyenangkan
-1,berisik
-2,tidak masuk akal
-2,noob
-2,usil
-2,tidak bagus
-3,tidak berfungsi
-2,terkenal kejam
2,novel
-1,mati rasa
-3,kacang
-2,lenyapkan
-2,dilenyapkan
-2,cabul
2,terobsesi
-2,usang
-2,hambatan
-2,rintangan
-2,keras kepala
-2,ganjil
-2,menyinggung
-2,tersinggung
-2,pelanggar
-1,offline
2,oks
3,sekali seumur hidup
2,peluang
-2,tertindas
-2,menindas
2,optimisme
2,optimis
-2,tanpa opsi
-2,teriak
-2,dikalahkan
2,penjangkauan
-1,kelebihan beban
-2,bereaksi berlebihan
-2,reaksi berlebihan
-2,oversell
-2,overselling
-2,penyederhanaan berlebihan
-2,terlalu disederhanakan
-2,terlalu menyederhanakan
-2,pernyataan berlebihan
-1,kelebihan berat badan
-1,oxymoron
-1,paradoks
2,diampuni
-1,perundingan
-1,pasif
-1,secara pasif
-1,bayar
2,damai
2,dengan damai
-2,penalti
-1,termenung
3,sempurna
2,disempurnakan
3,dengan sempurna
-3,sumpah palsu
-2,pelaku
-2,menganiaya
-2,dianiaya
-2,pesimisme
-2,pesimis
-2,membatu
-2,fobia
-1,pileup
-2,kekesalan
-2,terusik
-4,kencing
-1,disayangkan
-2,kasihan
-2,siap
-2,racun
-2,diracuni
-2,polusi
-2,tercemar
-2,pencemar
-2,mencemari
-2,lebih buruk
-2,termiskin
3,populer
2,positif
2,secara positif
-2,posesif
-1,ditunda
-1,kemiskinan
3,Puji
3,memuji
1,berdoa
-2,prblm
-2,prblms
1,disiapkan
-1,tekanan
-1,cegah
-1,dicegah
-1,mencegah
-2,penjara
-2,tahanan
2,memiliki hak istimewa
2,proaktif
-2,masalah
-2,pencatut
2,kemajuan
2,menonjol
1,janji
1,berjanji
1,promosikan
1,dipromosikan
1,mempromosikan
-2,propaganda
-1,tuntut
-2,dituntut
-1,penuntutan
1,prospek
3,makmur
1,lindungi
1,dilindungi
1,melindungi
-2,protes
-2,pengunjuk rasa
-2,memprotes
2,bangga
2,dengan bangga
-1,memprovokasi
-1,terprovokasi
-3,pseudosain
-2,hukum
-1,memaksa
-2,gemetar
-2,dipertanyakan
-1,mempertanyakan
-3,rasisme
-3,rasis
-1,hujan
-3,kata-kata kasar
-4,pemerkosaan
-4,pemerkosa
2,pengangkatan
-2,ruam
2,diratifikasi
1,jangkauan
1,tercapai
1,mencapai
-2,pemberontakan
-2,resesi
-2,sembrono
2,rekomendasikan
2,direkomendasikan
2,merekomendasikan
2,ditebus
-2,menolak
-2,menyesal
-2,penyesalan
-2,menyesali
4,bersukacitalah
4,bersukacita
2,santai
-1,tanpa henti
2,bergantung
1,lega
1,meredakan
2,melegakan
-2,dipukul mundur
2,penyelamatan
2,diselamatkan
2,menyelamatkan
-1,mundur
-1,mengundurkan diri
2,selesaikan
2,terselesaikan
2,menyelesaikan
2,dihormati
2,bertanggung jawab
2,responsif
1,kembalikan
1,dipulihkan
1,memulihkan
-2,batasi
-2,membatasi
-2,pembatasan
-1,dipertahankan
-2,terbelakang
-2,balas dendam
2,hidupkan kembali
2,hidup kembali
2,bermanfaat
2,kaya
-3,konyol
-1,rig
-1,dicurangi
3,arah yang benar
3,ketat
3,dengan ketat
-2,kerusuhan
-2,risiko
-2,merampok
-2,perampok
-2,berjubah
-2,jubah
4,rofl
4,roflcopter
4,roflmao
2,asmara
4,rotfl
4,rotflmfao
4,rotflol
-2,reruntuhan
-2,sabotase
-2,sayangnya
1,aman
1,dengan aman
1,keamanan
-1,cengeng
-2,sarkastik
2,puas
2,simpan
2,disimpan
-2,scam
-3,skandal
-2,kambing hitam
-2,skeptis
3,sendok
-2,cibiran
-2,berteriak
-2,teriakan
2,diamankan
2,amankan
-2,hasutan
-2,menghasut
-1,tergoda
2,percaya diri
-2,menipu diri sendiri
-3,egois
-3,keegoisan
-2,kalimat
-2,hukuman
-2,parah
3,seksi
1,bagikan
1,dibagikan
1,saham
-4,bedebah
-2,syok
-2,mengejutkan
-2,guncangan
-2,cupet
-2,rabun dekat
-2,kekurangan
-4,tikus
-1,pemalu
-2,menghela napas
1,signifikansi
1,signifikan
-1,membungkam
2,tulus
2,dengan tulus
2,paling tulus
2,ketulusan
-3,berdosa
-2,berpikiran tunggal
-2,skeptisisme
-2,banting
-2,garis miring
-2,disayat
-2,menebas
-3,perbudakan
-2,sulit tidur
2,licin
2,lebih licin
2,paling licin
-2,lamban
2,lebih pintar
2,paling cerdas
-2,smear
2,tersenyum
-2,kabut asap
-1,licik
-2,pesek
-2,dilecehkan
-2,snubs
-1,serius
2,padat
2,solidaritas
1,solusi
1,memecahkan
1,pemecahan
0,semacam
2,canggih
-2,spam
-3,pelaku spam
-2,mengirim spam
1,percikan
3,berkilau
-2,spekulatif
1,semangat
-2,tanpa roh
-2,pendendam
3,bagus sekali
2,dengan sigap
-1,tertahan
-2,tusuk
-2,ditusuk
2,stabil
-2,menusuk
-2,warung
-2,terhenti
-2,mengulur waktu
2,stamina
-2,menyerbu
2,tabah
-2,curi
-2,mencuri
-2,stereotip
1,merangsang
1,dirangsang
-2,pelit
-2,dicuri
-1,berhenti
2,gemuk
1,lurus
-1,anehnya
-2,dicekik
2,kekuatan
2,perkuat
2,diperkuat
2,memperkuat
-2,stres
-2,penyebab stres
-2,terserang
-2,striker
-1,pemogokan
2,terkuat
-1,tertembak
-2,berjuang
-2,perjuangan
-2,macet
-2,tertegun
2,ramah tamah
1,substansial
1,secara substansial
-2,subversif
2,sukses
-2,bunuh diri
-2,menggugat
-2,merajuk
2,sinar matahari
3,super
2,superior
1,pendukung
2,bertahan hidup
-1,tersangka
-1,dicurigai
-1,mencurigai
-1,ditangguhkan
-2,mencurigakan
-2,sumpah
-2,mengumpat
-2,bersumpah
2,manis
2,dengan cepat
2,simpatik
2,simpati
-2,terlambat
-2,air mata
2,lembut
-2,tegang
-1,ketegangan
-3,sangat
-3,teror
-3,meneror
-3,diteror
2,terima kasih
-2,berduri
2,bijaksana
-2,mengancam
-2,gagalkan
-2,digagalkan
-2,menggagalkan
-2,payudara
2,toleran
-2,ompong
2,atas
2,puncak
-2,robek
-4,penyiksaan
-4,disiksa
-2,totaliter
-2,totalitarianisme
-2,tout
-2,disebut-sebut
-2,menggembar-gemborkan
-2,calo
-2,tragedi
-2,tragis
-1,jebakan
-2,terjebak
-3,trauma
-3,traumatis
-2,parodi
-3,pengkhianat
2,harta karun
-2,tipu daya
4,kemenangan
4,penuh kemenangan
-2,bermasalah
2,benar
1,percaya
2,tepercaya
-2,tumor
-5,twat
-3,jelek
-2,tidak bisa diterima
-2,tidak dihargai
-2,tidak disetujui
-2,tidak sadar
2,tidak bias
-1,tidak pasti
-1,tidak jelas
-2,tidak peduli
-1,belum dikonfirmasi
-1,tidak yakin
-1,tidak dikreditkan
-1,remehkan
-2,dirusak
-2,tidak layak
-2,tidak diinginkan
-2,pengangguran
-1,tidak sama
2,tak tertandingi
-2,tidak etis
-2,tidak adil
-2,tidak fokus
-2,tidak terpenuhi
-2,tidak sehat
1,bersatu
-2,tidak terkesan
-2,tidak cerdas
-2,tidak bisa dicintai
-2,tidak dicintai
-2,tidak termotivasi
-2,tidak profesional
-2,tidak diteliti
-2,tidak canggih
-2,tidak stabil
2,tak terhentikan
-2,tidak didukung
2,tidak ternoda
-1,mendesak
2,berguna
2,kegunaan
-2,tidak berguna
1,validasi
1,divalidasi
1,memvalidasi
-1,putusan
1,hak milik
-2,ganas
-3,korbankan
-3,menjadi korban
-3,menjadikan korban
-3,keji
2,membela diri
2,terbukti benar
2,membenarkan
-2,melanggar
-2,dilanggar
-3,kekerasan
2,berbudi luhur
1,visi
3,visioner
1,visioning
3,vitalitas
1,vitamin
-1,gencar
-2,kerentanan
-2,rentan
1,ingin
-2,perang
-2,peperangan
1,hangat
2,kehangatan
-2,peringatkan
-2,diperingatkan
-3,peringatan
-1,limbah
-2,terbuang
-2,buang-buang
-1,goyah
-2,kelemahan
3,kekayaan
2,selamat datang
-3,mengapur
-1,janda
2,kemauan
4,menang
4,pemenang
3,winwin
1,harap
-3,penarikan
-2,kami sedih
3,woo
3,woohoo
4,wooo
4,woow
-3,mengkhawatirkan
-3,memburuk
3,disembah
-3,terburuk
2,layak
-2,tidak berharga
4,wow
4,wowww
-3,murka
-4,wtf
1,ya
2,awet muda
-2,yucky
3,enak
-2,fanatik
